os_version,storage_device_count,storage_devices,cpu_percent,ram_total,ram_used,ram_percent,disk_read_bytes,disk_write_bytes,timestamp,hostname,os_type,total_power,cpu_power,ram_power,disk_base_power,disk_io_power,total_co2,cpu_co2,ram_co2,disk_base_co2,disk_io_co2,co2_factor,region
Ubuntu 24.04.1 LTS (Noble Numbat),2,"sda 476.9G
sdb 465.8G",0.0,7.661464691162109,1.0731735229492188,14.0074,695863296.0,34178048.0,2025-01-08 10:22:57.974910,192.168.1.14,Linux,145.3295765432523,10.0,2.620391008893585,16,58.40330752,1.148229355589568e-05,1.3194444444444442e-06,3.4574603589568133e-07,2.111111111111111e-06,7.705991964444442e-06,0.475,global
Ubuntu 24.04.1 LTS (Noble Numbat),2,"sda 476.9G
sdb 465.8G",2.2,7.661464691162109,1.0729789733886719,14.0049,695863296.0,34202624.0,2025-01-08 10:23:00.162177,192.168.1.14,Linux,148.63936393700703,11.98,2.6203335479084013,16,58.4052736,1.1743795387571247e-05,1.5806944444444443e-06,3.4573845423791406e-07,2.111111111111111e-06,7.706251377777777e-06,0.475,global
Ubuntu 24.04.1 LTS (Noble Numbat),2,"sda 476.9G
sdb 465.8G",2.2,7.661464691162109,1.0740966796875,14.0195,695863296.0,34853888.0,2025-01-08 10:23:08.072001,192.168.1.14,Linux,148.72693321290333,11.98,2.620669120061874,16,58.457374720000004,1.1750714117785943e-05,1.5806944444444443e-06,3.45782731119275e-07,2.111111111111111e-06,7.713125831111112e-06,0.475,global
Ubuntu 24.04.1 LTS (Noble Numbat),2,"sda 476.9G
sdb 465.8G",0.0,7.661464691162109,1.0708465576171875,13.977,695863296.0,34853888.0,2025-01-08 10:23:10.621744,192.168.1.14,Linux,145.41870189553396,10.0,2.6196922833137513,16,58.457374720000004,1.1489335229603899e-05,1.3194444444444442e-06,3.4565384293723104e-07,2.111111111111111e-06,7.713125831111112e-06,0.475,global
Ubuntu 24.04.1 LTS (Noble Numbat),2,"sda 476.9G
sdb 465.8G",2.2,7.661464691162109,1.0702667236328125,13.9695,695863296.0,35304448.0,2025-01-08 10:23:12.890809,192.168.1.14,Linux,148.7852088319982,11.98,2.6195199003582,16,58.49341952,1.1755318395741708e-05,1.5806944444444443e-06,3.456310979639291e-07,2.111111111111111e-06,7.717881742222223e-06,0.475,global
Ubuntu 24.04.1 LTS (Noble Numbat),2,"sda 476.9G
sdb 465.8G",2.2,7.661464691162109,1.0733108520507812,14.0092,695863296.0,35341312.0,2025-01-08 10:23:15.060770,192.168.1.14,Linux,148.79165770474086,11.98,2.6204323808029173,16,58.49636864,1.175582791246705e-05,1.5806944444444443e-06,3.4575149468927375e-07,2.111111111111111e-06,7.718270862222221e-06,0.475,global
Ubuntu 24.04.1 LTS (Noble Numbat),2,"sda 476.9G
sdb 465.8G",2.2,7.661464691162109,1.0728683471679688,14.0034,695863296.0,35341312.0,2025-01-08 10:23:17.260128,192.168.1.14,Linux,148.79143507789988,11.98,2.6202990713172913,16,58.49636864,1.175581032302103e-05,1.5806944444444443e-06,3.4573390524325366e-07,2.111111111111111e-06,7.718270862222221e-06,0.475,global
Ubuntu 24.04.1 LTS (Noble Numbat),2,"sda 476.9G
sdb 465.8G",0.0,7.661464691162109,1.0745201110839844,14.025,695863296.0,35394560.0,2025-01-08 10:23:19.555562,192.168.1.14,Linux,145.4927781037629,10.0,2.6207955342292784,16,58.50062848,1.1495187890766362e-05,1.3194444444444442e-06,3.457994107663631e-07,2.111111111111111e-06,7.718832924444444e-06,0.475,global
Ubuntu 24.04.1 LTS (Noble Numbat),2,"sda 476.9G
sdb 465.8G",2.2,7.661464691162109,1.075897216796875,14.043,695863296.0,35394560.0,2025-01-08 10:23:21.704783,192.168.1.14,Linux,148.80006901464876,11.98,2.621209253322601,16,58.50062848,1.1756492478702286e-05,1.5806944444444443e-06,3.458539987022876e-07,2.111111111111111e-06,7.718832924444444e-06,0.475,global
Ubuntu 24.04.1 LTS (Noble Numbat),2,"sda 476.9G
sdb 465.8G",2.2,7.661464691162109,1.0744781494140625,14.0244,695863296.0,35451904.0,2025-01-08 10:23:23.787068,192.168.1.14,Linux,148.80701623180002,11.98,2.620781743592834,16,58.505216000000004,1.1757041368946276e-05,1.5806944444444443e-06,3.4579759116849887e-07,2.111111111111111e-06,7.719438222222223e-06,0.475,global
Ubuntu 24.04.1 LTS (Noble Numbat),2,"sda 476.9G
sdb 465.8G",2.2,7.661464691162109,1.0737419128417969,14.0148,695863296.0,35451904.0,2025-01-08 10:23:26.023449,192.168.1.14,Linux,148.80664774599424,11.98,2.6205610934097288,16,58.505216000000004,1.175701225538045e-05,1.5806944444444443e-06,3.457684776026725e-07,2.111111111111111e-06,7.719438222222223e-06,0.475,global
Ubuntu 24.04.1 LTS (Noble Numbat),2,"sda 476.9G
sdb 465.8G",2.2,7.661464691162109,1.072052001953125,13.9928,695863296.0,35451904.0,2025-01-08 10:23:28.115628,192.168.1.14,Linux,148.80580329935597,11.98,2.6200554367401123,16,58.505216000000004,1.1756945536792098e-05,1.5806944444444443e-06,3.4570175901432037e-07,2.111111111111111e-06,7.719438222222223e-06,0.475,global
